role,name,location,post_time,description,level,job_type,job_func,industry,url
"Campus - Audit, Tax, Advisory & Digital for Indigenous Peoples - Winter 2024/Summer 2024/ Fall 2024",KPMG Canada,"Calgary, Alberta, Canada",2023-08-15,"Position: Emergency Veterinarian

Location: Edmonton, Alberta

Job class: Permanent Fulltime


, is welcoming full time to join our team. We are Edmonton’s premium specialty and emergency animal hospital, providing urgent care in a state-of-the-art, 20,000 square foot facility. Offering referral-based, board-certified specialty pet care in the disciplines of Internal Medicine, Surgery and Critical Care with access to cutting edge diagnostic tools.

Our staff enjoy flexible work schedules in a fulfilling work and supportive environment. We are looking for passionate team-oriented veterinarians who look forward to varied and unique caseloads.

The emergency service works closely with our all-hours support network of specialists and highly trained support staff. You will be supported with all the technology that you would expect from a large referral and emergency centre.







At our core are our people – our different strengths and interests enrich and improve us with diversity, innovation and excellence. We are also passionate about giving back to the community through , our national philanthropic program.




#VECCS

#emergencyvetmed

#AVMA

#CVMA

#ABVMA


If you are a current associate, you need to apply through our internal career site. Please log into Workday and click on the Career worklet on the landing page or search for Find Jobs.",Mid-Senior level,Full-time,Health Care Provider,Veterinary,https://ca.linkedin.com/jobs/view/emergency-veterinarian-at-vca-canada-3662958977?refId=DUIQVikHyUJHkpBRrm4neg%3D%3D&trackingId=sjjev5rI4ZW3tKABM0bJJQ%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card
Emergency Veterinarian,VCA Canada,"Edmonton, Alberta, Canada",2023-07-07,,,,,,https://ca.linkedin.com/jobs/view/veterinarian-emergency-western-veterinary-specialist-emergency-centre-at-vca-canada-3691480169?refId=DUIQVikHyUJHkpBRrm4neg%3D%3D&trackingId=JGPRBXEyWG9%2BWSKg2CGP1w%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card
"Veterinarian, Emergency - Western Veterinary Specialist & Emergency Centre",VCA Canada,"Calgary, Alberta, Canada",2023-07-21,"Emergency Veterinarian

Calgary, Alberta

VCA Canada C.A.R.E. Centre in Calgary is seeking: A full time Emergency Veterinarian to add to our growing team.

We promote the values of a collegial and team based approach to medicine, excellent client service, continuing education, and work life balance. As a full service emergency and referral hospital, our emergency service treats an exciting and diverse caseload, inspiring lifelong learning and growth. Our Emergency Veterinarians work closely with the Specialty services to deliver the highest standard of medicine.

There are endless opportunities for professional development, including teaching of interns and UCVM students, formal mentorship of interns, in house continuing education events, and opportunities to assume other ancillary roles and committee positions. A full complement of onsite diagnostics include digital radiography, fluoroscopy, ultrasound, in house lab, endoscopy, CT, and MRI.

All of our Emergency Veterinarians rotate equally through day, evening, and night shifts regardless of tenure.




We are Canadas largest network of companion animal hospitals, devoted to providing compassionate care for pets. Our team of over 2500 people operate specialty-referral, primary care, alternative therapy and emergency hospitals and are committed to providing superior patient care and client experience. At our core are our people “ people we think of as family. Our different strengths and interests enrich and improve us with diversity, innovation and excellence. In support we are national leaders in career development and growth opportunities, continuing education, scholarships and awards. We are also passionate about giving back to the community through Paw It Forward, our national philanthropic program.

We recognize high performing players and offer career growth and opportunities to hold key leadership roles from Medical Director to Regional Operations or in our Support Office.



Additionally, offer a competitive compensation package including medical benefits, ABVMA and CVMA licensing, VIN membership, generous continuing education allowance, uniform allowance, and employee discounts.


Click or emails your resume to careers.canada@vca.com

#ERVet

#Vetjobs

#Calgary

If you are a current associate, you need to apply through our internal career site. Please log into Workday and click on the Career worklet on the landing page or search for Find Jobs.",Mid-Senior level,Full-time,Health Care Provider,Veterinary,https://ca.linkedin.com/jobs/view/veterinarian-er-calgary-animal-referral-emergency-centre-care-at-vca-canada-3678470423?refId=DUIQVikHyUJHkpBRrm4neg%3D%3D&trackingId=lNtQO%2F1XT1QW9MpJjbI%2B1Q%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card
"Veterinarian, ER - Calgary Animal Referral & Emergency Centre (CARE)",VCA Canada,"Calgary, Alberta, Canada",2023-07-05,"Position Description

The University of Calgary (UCalgary), located in the heart of Southern Alberta, both acknowledges and pays tribute to the traditional territories of the peoples of Treaty 7, which include the Blackfoot Confederacy (comprised of the Siksika, the Piikani, and the Kainai First Nations) as well as the Tsuut’ina First Nation, and the Stoney Nakoda (including Chiniki, Bearspaw, and Goodstoney First Nations). The university recognizes that the City of Calgary is also home to Region III of the Métis Nation of Alberta. By virtue of the signing of Treaty 7 in 1877, the university recognizes that we are all treaty people. The City of Calgary is home to diverse communities. Together, we share this land, strive to live together, learn together, walk together, and grow together “in a good way.”

The University of Calgary recognizes the importance of creating and maintaining a welcoming and equitable environment that enables every member of our campus to thrive. The has been launched to advance and embed the institution’s commitment to equity, diversity, inclusion and accessibility, Indigenous engagement, and inclusive excellence. This initiative, which was developed in accordance with Section 10.1 of the Alberta Human Rights Act, is a key step to ameliorate the under-representation of members of equity deserving groups at the university, to enhance the conditions of disadvantaged groups, to build a critical mass of scholars who reflect the diversity of our student body and the broader community, to advance epistemic pluralism and the creation of new knowledges and ways of knowing, and to broaden the culture of inclusivity and engagement.

As part of the Inclusive Excellence Cluster Hiring Initiative , the University of Calgary, ) invites applications for academic scholars in either the Teaching and Research stream or the Teaching focused stream. Depending on qualifications and career track expectations, the appointment will be made at the rank of (tenure track), (tenure track), (with tenure) or (with tenure). This position is only open to qualified Indigenous scholars (First Nations (Status, Non-Status), Métis, or Inuit). Candidates will be required to provide verifiable evidence of their Indigenous identity.

This is an open disciplinary search, meaning eligible candidates with research, scholarship, and teaching expertise within the disciplines of medical communication, veterinary medical sciences and associated specialties or affiliated disciplines represented in the UCVM is encouraged to apply. Candidates with expertise in social justice are also encouraged to apply. The successful candidate will be appointed in the Faculty of Veterinary Medicine. The anticipated start date is or a mutually agreed upon date.

Areas of interest and qualifications required include but are not limited to the following. Candidates who are near completion of their program will be considered.

















Applicants to the teaching-focused stream will devote the majority of their time to teaching, which can include lecture teaching, lab instruction, along with service on teaching-related committees. Clinical duties are integrated within the teaching role and the time allocation spent on clinical duties is open for discussion. The successful candidate will demonstrate effective teaching skills. Service to the department, faculty, University, and community is also expected.

Applicants to the teaching and research stream will have time allocated for research in addition to teaching. The successful candidate will establish an active research program that aligns with the University of Calgary’s and the UCVMs strategic plans. The successful research-oriented candidate will have the opportunity to be part of a prolific and diverse research environment in the Faculty of Veterinary Medicine, with access to state-of-the-art core infrastructure. Outstanding opportunities for collaboration are available with established research programs such as the Cumming School of Medicine or other faculties on main campus. Additionally, the successful candidate will play an important role in teaching and research supervision of students in veterinary medicine. Service to the department, faculty, University, and community is also expected.

In the Faculty of Veterinary Medicine, the successful applicant will be expected to teach in the DVM program according to their specialty.

UCVM’s DVM program provides a comprehensive general veterinary education to approximately 50 students per year, with an expected expansion to 100 students. The program is an integrated core-elective program, with enhanced educational opportunities in defined areas that combine discipline-based courses with extensive on-campus and off-campus experiential learning. UCVM is a research-intensive faculty with expanding research, graduate education, and advanced clinical trainee programs. Descriptions of the Faculty, its programs, and its departments can be found at www.vet.ucalgary.ca.

The University has established the Taylor Institute for Teaching and Learning ( http://www.ucalgary.ca/taylorinstitute ) that supports the development of teaching excellence and scholarly activity.

A complete application should include:


Within your application, indicate the rank and stream you are applying for.

Questions may be addressed to:

Aylin Atilla, Associate Dean Professional Development

[email protected]





The University of Calgary has launched an institution-wide Indigenous Strategy, ii’ taa’poh’to’p , in line with the foundational goals of Eyes High , committing to creating a rich, vibrant, and culturally competent campus that welcomes and supports Indigenous Peoples, encourages Indigenous community partnerships, is inclusive of Indigenous perspectives in all that we do. The faculty is committed to exploring and expanding veterinary medicine, in alignment with the University of Calgary’s Indigenous Strategy, by including Indigenous ways of knowing, veterinary medicine through research, practice and pedagogy.

As an equitable and inclusive employer, the University of Calgary recognizes that a diverse staff/faculty benefits and enriches the work, learning and research experiences of the entire campus and greater community. We are committed to removing barriers that have been historically encountered by some people in our society. We strive to recruit individuals who will further enhance our diversity and will support their academic and professional success while they are here. To ensure a fair and equitable assessment, we offer accommodation at any stage during the recruitment process to applicants with disabilities. Requests for accommodations can be sent to Human Resources: [email protected] . Questions regarding Indigenous engagement at UCalgary can be sent to the Office of Indigenous Engagement ( [email protected] ). Questions regarding [diversity] EDI at UCalgary can be sent to the Office of Equity, Diversity and Inclusion : [email protected]

All qualified candidates are encouraged to apply; however Canadians and permanent residents will be given priority. In this connection, at the time of your application, please answer the following question: Are you a Canadian citizen or a permanent resident of Canada? (Yes/No)

The University of Calgary recognizes that candidates have varying career paths and that career interruptions can be part of an excellent academic record. Candidates are encouraged but not required to provide any relevant information about their experience and/or career interruptions to allow for a fair assessment of their application. Selection committees have been instructed to give careful consideration to, and be sensitive to the impact of career interruptions, when assessing the candidate’s research productivity.

To learn more about academic opportunities at the University of Calgary and all we have to offer, view our Academic Careers website. For more information about the visit Careers in the Faculty of Veterinary Medicine .

The University strongly recommends all faculty and staff are fully vaccinated against COVID-19.



Located in Canada’s most enterprising city, the traditional territory of the peoples of Treaty 7 and Region 3 of the Métis Nation of Alberta, the University of Calgary (UCalgary) is a global and innovative intellectual hub for teaching and learning, research and scholarship, and community engagement. UCalgary ranks fifth among Canada’s top research universities in Research Infosource Inc.’s latest Top 50 Research Universities list released on Jan. 25, 2022. UCalgary is the youngest university to have reached the top five .

UCalgary has more than 6,500 graduate students and 28,500 undergraduate students, more than 1,800 academic staff (continuing, contingent term or limited term appointment), more than 1,300 sessionals, and more than 3,200 non-academic staff, in 14 Faculties, across five campuses. The vibrant and research-intensive environment at UCalgary is home to 146 research chairs (75 Canada Research Chairs), and more than 50 research institutes and centres. UCalgary has the fastest growth rate in attracting research funding among the 10 largest universities in Canada.

The university’s new Framework for Growth establishes principles and focus areas for the University of Calgary over the coming decade. It will ignite our entrepreneurial spirit to turn challenges into opportunities to improve the world around us. It will help to meet our academic and research ambitions and strengthen our community engagement in one of Canada’s most diverse cities, whose exciting future is unfolding rapidly, and where scientific disciplines will play a major role. Built around three big ideas (transdisciplinary scholarship, integration with our community and future-focused program delivery), the Framework will distinguish the university and drive growth.

To learn more about this vision please see: https://www.ucalgary.ca/president/growth



Calgary has been named one of the world’s most livable cities, has been ranked one of the most sustainable cities in the world, and is the third most diverse in Canada. Calgary is a city of leaders - in business, community, philanthropy and volunteerism. Calgarians benefit from a growing number of world-class dining and cultural events and enjoy more days of sunshine per year than any other major Canadian city. Calgary is less than an hour's drive from the majestic Rocky Mountains and boasts the most extensive urban pathway and bikeway network in North America.",Entry level,Full-time,Administrative,Higher Education,https://ca.linkedin.com/jobs/view/assistant-or-associate-professor-teaching-research-or-teaching-only-inclusive-excellence-cluster-hiring-initiative-faculty-of-veterinary-medicine-at-university-of-calgary-3670699665?refId=DUIQVikHyUJHkpBRrm4neg%3D%3D&trackingId=%2BNm6tlnkjLO6pu%2Bqnk2F%2BQ%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
"Assistant or Associate Professor (Teaching & Research or Teaching only), Inclusive Excellence Cluster Hiring Initiative, Faculty of Veterinary Medicine",University of Calgary,"Calgary, Alberta, Canada",2023-08-02,,,,,,https://ca.linkedin.com/jobs/view/veterinarian-internal-medicine-western-veterinary-specialist-emergency-centre-at-vca-canada-3691473620?refId=DUIQVikHyUJHkpBRrm4neg%3D%3D&trackingId=1iM7%2Fregey8QA%2BOkbQs5Pw%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card
"Veterinarian, Internal Medicine - Western Veterinary Specialist & Emergency Centre",VCA Canada,"Calgary, Alberta, Canada",2023-07-21,"Your Opportunity:

We are seeking a psychologist II with a particularly strong clinical psychology background to join our brain injury rehabilitation team at Halvar Jonson Centre for Brain Injury. The Psychologist II will provide neuropsychological services to adult brain injured (stroke and acquired brain injury) inpatients. Duties will include the completion of comprehensive neuropsychological assessments with psychometric support, clinical supervision of staff and students. This position will work in consultation with the multi-disciplinary team using advance practice expertise to ensure the standards of practice and ethical guidelines for the discipline is followed. This position may qualify for a $5,000 to $25,000 Recruitment Incentive. Visit rcif-alberta.ca/hsaa for more details.

Description:

As a Psychologist II, you will provide advanced clinical services (including psychological assessment, diagnosis and/or intervention), consultation and education to the interprofessional team and patients/families, and/or provides clinical leadership and coordination in an assigned program area. This is an advanced level psychology position that will allow you to work with or within teams to provide and inform services for patients with complex and multi-dimensional medical, psychological, interpersonal, environmental and/or instrumental needs. You will consult, collaborate, and enact initiatives to ensure that practices are evidence based and in alignment with psychology standards of practice and code of ethics, as well as policy, legislation and regulations. You will be expected to lead, facilitate and/or participate in program, policy, and procedure development, service planning, staff development, quality improvement and evaluation, and/or research activities as identified by the needs of the service area(s). You may provide supervision to doctoral level psychology residents, master's level interns, provisional psychologists, psychometrists and other team members.

Psychologist IIHSAA Facility PROF/TECHHJCBI - NavarreCent. Ctr for MH and Brain InjAs Per LocationNot Applicable 1.0007-SEP-2023Regular Full Time18-SEP-20237.75210DaysSaturday/Sunday $52.34 $69.50Not Applicable


Completion of doctoral degree in Psychology in an applied area relevant to the practice setting from a Canadian Psychological Association (CPA) or American Psychological Association (APA) program. An equivalent combination of education and experience may be considered. Active or eligible for registration with the College of Alberta Psychologists (CAP).


Doctoral degree from an accredited training program in Clinical Neuropsychology and an accredited internship in Clinical Neuropsychology. Basic Cardiac Life Support - Health Care Provider (BCLS-HCP). A minimum of one (2) years' experience as a registered psychologist in addiction and mental health settings within the last five (5) years.


Preferably at least 2 years of consultation experience in a neurological setting and at least one year in a mental health setting providing advanced neuropsychological assessment and consultation.",Entry level,Full-time,Health Care Provider,Hospitals and Health Care,https://ca.linkedin.com/jobs/view/psychologist-ii-at-alberta-health-services-3701741392?refId=DUIQVikHyUJHkpBRrm4neg%3D%3D&trackingId=%2FpnCeoSwzmNBsTRjJYWk6g%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card
Psychologist II,Alberta Health Services,"Ponoka, Alberta, Canada",2023-08-31,"An externship experience at an NVA hospital will give students the unique opportunity to understand the day-to-day operations of the practice, and to gain valuable hands-on clinical experience. Although every NVA hospital is unique, we all have some things in common: an environment that is supportive, committed to excellent medicine, and provides exceptional service to animals and the people who love them.

Students will work closely with the supervising Associate Veterinarians to gain experience in gathering patient histories, performing physical exams, creation of treatment plans, diagnostics, dentistry services, observing/assisting or performing surgical procedures, and medical management of patients. In addition to practicing their clinical skills, student externs will have the opportunity to practice their communication skills with the medical team, support staff, and clients.

Most externship experiences range from two to eight weeks depending on student and hospital schedules. All veterinary students (regardless of class year) are encouraged to participate in NVA externships.

Veterinary students who are in the clinical portion of their education are eligible for a travel/living expense stipend. Click HERE to view list of stipend amounts and HERE for details on the stipend program.",Internship,Full-time,Education and Training,Veterinary Services,https://ca.linkedin.com/jobs/view/veterinary-extern-general-practice-at-nva-canada-3158103946?refId=DUIQVikHyUJHkpBRrm4neg%3D%3D&trackingId=Pj6ppr%2Br4qPQBzKdriQh%2Fg%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card
Veterinary Extern - General Practice,NVA Canada,"Lethbridge, Alberta, Canada",2023-08-25,,,,,,https://ca.linkedin.com/jobs/view/veterinarian-dvm-mckenzie-towne-animal-hospital-at-mars-veterinary-health-3682292198?refId=DUIQVikHyUJHkpBRrm4neg%3D%3D&trackingId=OEZmUtQEvQ2X99Tdh4NFPA%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card
"Veterinarian, DVM - McKenzie Towne Animal Hospital",Mars Veterinary Health,"Calgary, Alberta, Canada",2023-07-08,"Position Summary

This position provides direct services to offenders and consultation services to DOC institutions, facilities, school administration, field staff, designated review committees, and consulting psychiatrists who are involved in planning the total program of a given person in our care (e.g. medical, education, security, recreation, and probation and parole staff).

This position provides staff development and training; provides clinical supervision to interns in professional psychology consistent with American Psychological Association (APA) and Association of Psychology Post-Doctoral and Internship Centers (APPIC) internship standards; participates in clinical supervision and training to maintain, further develop, and refine clinical skills; and participates in clinical research as directed by the Psychologist Supervisor.

As a Psychologist - Licensed, you may provide clinical supervision to interns in professional psychology or assist in providing clinical supervision to unlicensed staff seeking licensure in Wisconsin.

Additional duties include determining offenders' needs and conducting psychological evaluations under Wisconsin State Statutes, arranging for voluntary transfers to approved treatment facilities, and providing expert testimony in court as defined under Wisconsin Statutes. This position will provide on-call emergency services as assigned.


This position is in pay schedule and range 12-60 with pay starting from . Pay on appointment for current state employees may vary according to the applicable pay transaction provisions of the Compensation Plan and Wisconsin Administrative Code. A twelve-month probationary period is required.

Candidates in possession of a (or equivalent) may be eligible for .

Candidates with no prior permanent employment with the State of Wisconsin in the past 5 years may be eligible to accept a The sign-on bonus will be paid in two installments: $1000 on the first paycheck and $1000 with the paycheck for the pay period in which the employee attains permanent status (usually 1 year). (UW System employment isn’t disqualifying.)

To receive the bonus , a candidate must sign an agreement indicating they will remain in that position for a year . I f the candidate l eave s their position prior to completing the one year, they may be required to reimburse the initial payment.

This sign-on bonus is available for positions starting before March 2nd, 2024 and may be extended. You may ask at time of interview whether this bonus is available.

Some facilities may allow offer the flexibility of a hybrid in-office and remote work schedule. You may ask at time of interview whether any remote work is allowed.


Applicants must be legally authorized to work in the United States (i.e. a citizen or national of the U.S., a lawful permanent resident, or an alien authorized to work in the U.S. without DOC sponsorship) at the time of application.

The Department of Corrections may conduct pre-employment drug screens. Any applicant who is offered employment in a position which requires a pre-employment drug screen must pass the screen as a contingency of employment.

The Department of Corrections will conduct criminal background checks on applicants prior to selection. Upon hire, all new DOC employees are subject to fingerprinting.

For more in-depth information on employment with the State of Wisconsin, please see the State Employee Handbook .


Applicants must possess a current granted by the Wisconsin Department of Safety and Professional Services or be licensed in another state. If licensed in another state, you must obtain your Wisconsin license by date of appointment.




There are no required documents to upload for this application; all documents are optional. The initial screening prior to interview is based on a review of your license(s)/credential(s). You will affirm your possession of the required credential and enter your credential number into a text box.

There will be a question related to Part-Time and Full-Time work. Full-Time work is any position with an expectation of 40 hours per week. Part-Time is less than 40 hours a week. Some positions might be 90%, 80%, 60% et cetera. You would be notified of the percentage when offered an interview and would be able to choose whether to interview based on that information. You will not be able to change your Full-Time/Part-Time selection after you apply until a new Job Opening is posted.

Application materials will be accepted on a continuous basis. All candidates determined to be eligible will be placed on the register or registers for which they qualify and be invited to interview for vacant positions as they occur.

Permanent classified employees who are eligible for consideration as a transfer or voluntary demotion must complete the application process in order to be considered, unless they are currently in the Psychologist Licensed classification.

Current State of Wisconsin (non-UW) employees: If you arrived at this posting through the Wisc.Jobs site, you will need to go to your Employee Self Services portal and apply through the “Careers” tile on the front page.

in the Wisconsin Department of Corrections may be directed to Dr. Marlena Larson at Marlena.Larson@wisconsin.gov .

can be directed to Athena Foster, HR Specialist, at Athena.Foster@wisconsin.gov .

To apply: Click on “Apply for Job” to start the application process. Follow the steps outlined in the application process and submit your application.

The State of Wisconsin is an Equal Opportunity and Affirmative Action employer seeking a diverse and talented workforce. Please find more on the Department of Corrections’ Equity and Inclusion initiative.

If you are interested in a particular facility, make sure you confirm which city the facility is located in when you make your location selections.

Please select all locations you are willing to consider when submitting your application. However, and your situation later changes, contact the HR staff above to request an update to your potential work locations.

Recruiting Locations:

Chippewa Valley Correctional Treatment Facility (Chippewa Falls, Chippewa County)

Columbia Correctional Institution (Portage, Columbia County)

Dodge Correctional Institution (Waupun, Dodge County)

Fox Lake Correctional Institution (Fox Lake, Dodge County)

Green Bay Correctional Institution (Green Bay, Brown County)

Jackson Correctional Institution (Black River Falls, Jackson County)

Kettle Moraine Correctional Institution (Plymouth, Sheboygan County)

Lincoln Hills & Copper Lakes Schools (Irma, Lincoln County)

Milwaukee Secure Detention Facility (Milwaukee, Milwaukee County)

Milwaukee Women’s Correctional Center (Milwaukee, Milwaukee County)

New Lisbon Correctional Institution (New Lisbon, Juneau County)

Oakhill Correctional Institution (Oregon, Dane County)

Oshkosh Correctional Institution (Oshkosh, Winnebago County)

Prairie du Chien Correctional Institution (Prairie du Chien, Crawford County)

Racine Correctional Institution (Sturtevant, Racine County)

Racine Youthful Offender Correctional Facility (Racine, Racine County)

Redgranite Correctional Institution (Redgranite, Waushara County)

Robert E. Ellsworth Correctional Center (Union Grove, Racine County)

Stanley Correctional Institution (Stanley, Chippewa County)

Taycheedah Correctional Institution (Fond du Lac, Fond du Lac County)

Waupun Correctional Institution (Waupun, Dodge County)

Wisconsin Secure Program Facility (Boscobel, Grant County)


Applications will be accepted on an ongoing basis until the needs of the department are met.

Applications are processed every other week, usually on .

After your application is processed, you will receive an eligibility designation.

If you are found eligible, then your name will be placed on a register and you will be eligible to be contacted about vacancies as they occur based on matching the locations & part-time/full-time options you selected.

If you have technical difficulties applying, Wisc.Jobs help is available Monday-Friday, 7:45am – 4:30pm – 608-267-1012 or wiscjobs@wisconsin.gov Also, some users report better performance when using the Chrome browser.",Mid-Senior level,Part-time,Health Care Provider,Government Administration,https://ca.linkedin.com/jobs/view/psychologist-licensed-at-wisconsin-department-of-corrections-3685487076?refId=DUIQVikHyUJHkpBRrm4neg%3D%3D&trackingId=XQ%2FkeK4AHll2pt2%2BsF0V6g%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card
Psychologist (Licensed),Wisconsin Department of Corrections,"Irma, Alberta, Canada",2023-07-16,"Veterinarian, DVM

Calgary, AB

McKenzie Towne Animal Hospital is currently welcoming a full-time to join our team!

As a successful candidate, you understand the importance of building relationships with our pet parents and our support team, to provide the best care possible. VCA Canada is dedicated to your continuous learning and offers extensive in-house resources. Our hospitals foster friendly, collaborative environments, where professional growth and a balanced lifestyle are genuinely encouraged!



Join our team and you will make a huge difference in the lives of pets and their families! With an extensive network of hospitals across Canada, each location offers a diverse experience, a local community feel, and a caring culture you can thrive in:



We care about your well-being and invest in resources for our associates:


careers.canada@vca.com for further information or click


If you are a current associate, you need to apply through our internal career site. Please log into Workday and click on the Career worklet on the landing page or search for Find Jobs.",Mid-Senior level,Full-time,Health Care Provider,Veterinary,https://ca.linkedin.com/jobs/view/veterinarian-dvm-mckenzie-towne-animal-hospital-at-vca-canada-3687612600?refId=DUIQVikHyUJHkpBRrm4neg%3D%3D&trackingId=1UqH3dgT5gghQ%2Fx%2BSSLX2g%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card
"Veterinarian, DVM - McKenzie Towne Animal Hospital",VCA Canada,"Calgary, Alberta, Canada",2023-07-15,,,,,,https://ca.linkedin.com/jobs/view/veterinarian-exotics-specialist-western-veterinary-specialist-emergency-centre-at-mars-veterinary-health-3701158680?refId=oTpnA8vDfcGhLlxXhE1uYw%3D%3D&trackingId=pV6Q1WnW95OLsifmrUJD1A%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card
"Veterinarian, Exotics Specialist - Western Veterinary Specialist & Emergency Centre",Mars Veterinary Health,"Calgary, Alberta, Canada",2023-07-28,"Your Opportunity:

Reporting to the Psychology Manager, this position offers a unique opportunity to work within a large, active, and supportive psychology department with over 50 psychologists, neuropsychologists, psychometrists, and support staff. The Glenrose psychology service forms part of the Edmonton Consortium Clinical Psychology Residency program – a great opportunity to mentor new psychologists-in-training. Our service has offered predoctoral internship training since 1980, joining with Alberta Hospital Edmonton in 1996 to form Edmonton’s first consortium (the U of A joined in 2005 to form the current residency consortium). The Psychologist II position includes excellent annual vacation for staff, starting with three weeks and increasing to four weeks after one year (with further increases at employment milestones). Personal leave days, comprehensive benefits, and a flexible spending account are also provided, in addition to a generous defined benefit pension plan. Regular WFH days can be accommodated, days of work are negotiable, and the 0.8 FTE may be flexible. The Glenrose Rehabilitation Hospital is Canada's largest freestanding tertiary rehabilitation hospital, serving rural and urban populations across central and northern Alberta, and the Northwest Territories. The Glenrose helps patients of all ages who require complex rehabilitation to achieve optimal physical, sensory, psychological, spiritual, and social recovery. As a leading-edge, fully accredited academic teaching hospital, the Glenrose participates in educational training programs for science, technology, engineering and medical professionals and offers an array of research and technology development opportunities.

Description:

As a Psychologist II, you will provide advanced clinical services (including psychological assessment, diagnosis and/or intervention), consultation and education to the interprofessional team and patients/families, and/or provides clinical leadership and coordination in an assigned program area. This is an advanced level psychology position that will allow you to work with or within teams to provide and inform services for patients with complex and multi-dimensional medical, psychological, interpersonal, environmental and/or instrumental needs. You will consult, collaborate, and enact initiatives to ensure that practices are evidence based and in alignment with psychology standards of practice and code of ethics, as well as policy, legislation and regulations. You will be expected to lead, facilitate and/or participate in program, policy, and procedure development, service planning, staff development, quality improvement and evaluation, and/or research activities as identified by the needs of the service area(s). You may provide supervision to doctoral level psychology residents, master's level interns, provisional psychologists, psychometrists and other team members.

Psychologist IIHSAA Facility PROF/TECHPsychologyGlenrose Rehabilitation HspAs Per LocationNot Applicable 0.8015-SEP-2023Regular Part Time27-SEP-20237.7528DaysSaturday/Sunday $52.34 $69.50Not Applicable


Completion of doctoral degree in Psychology in an applied area relevant to the practice setting from a Canadian Psychological Association (CPA) or American Psychological Association (APA) program. An equivalent combination of education and experience may be considered. Active or eligible for registration with the College of Alberta Psychologists (CAP).


Working within the Pediatric Rehabilitation Division on multidisciplinary teams offering assessment, consultation, and/or treatment, the focal age group will be primarily pre-school and school-aged children, although some services may also be provided to younger children (i.e., infants, toddlers) or older adolescents. The psychologist will complete developmental, cognitive, behavioural, and/or learning assessments for children with complex physical/medical, developmental, and learning problems. Differential diagnosis of Autism Spectrum Disorder (ASD) is a critical component of this position and training will be provided for the right candidate. Provisional psychologists will be considered, and supervision will be provided. Although a doctoral degree is preferred, serious consideration will be given to master’s level psychologists with a strong assessment background.


As Required.",Entry level,Part-time,Health Care Provider,Hospitals and Health Care,https://ca.linkedin.com/jobs/view/psychologist-ii-at-alberta-health-services-3689552211?refId=oTpnA8vDfcGhLlxXhE1uYw%3D%3D&trackingId=qZl5l4c80L24SXw6PxBA%2Fw%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card
