role,name,location,post_time,description,level,job_type,job_func,industry,url
Audiologist or Hearing Instrument Practitioner,Sonova Group,"Victoria, British Columbia, Canada",2023-08-16,"Who we are

In a life without sound, our work provides meaning. As a leading provider of innovative hearing care solutions, we are not just a company that makes products: we are a team on a mission to help people enjoy the delight of hearing. To enable a life without limitations, we – through our core business brands Phonak, Unitron, Hansaton, Advanced Bionics and AudioNova – develop, manufacture and distribute solutions that push the limits of technology and redefine the future of our industry.


Are you a licensed Audiologist or Hearing Instrument Practitioner?

Are you looking to work within one of the strongest networks of Hearing Care Professionals in Canada?

Are you passionate about providing the perfect solution for your client's specific lifestyle and loss?

If so, we think you belong here at as a !


Connect Hearing Canada is the largest and leading hearing care provider with a network of clinics across Canada and is a part of the Sonova family of brands. We're passionate about making a difference in the lives of our clients and helping transform their hearing health. We offer a competitive remuneration package, and professional development opportunities while promoting a safe and healthy workplace.

Victoria, Oak Bay, BC

: District Sales Manager

:










We would still like to hear from you if you haven't finished school or are still working towards your professional license.

We believe that as industry leaders in Canadian Audiology, it is our responsibility to act as stewards for the next generation of Hearing Care Professionals

Apply today we look forward to reviewing your application!


We value our workforce and recognize that each client journey is unique. Our organizational culture is built around service excellence, integrity, collaboration, and innovation.


Take a look at how you can Create Sense with us!



We team up. We grow talent. We collaborate with people of diverse backgrounds to win with the best team in the market place. We guarantee every person equal treatment in regard to employment and opportunity for employment, regardless of a candidate’s ethnic or national origin, religion, sexual orientation or marital status, gender, genetic identity, age, disability or any other legally protected status.",Entry level,Full-time,Health Care Provider,Medical Equipment Manufacturing,https://ca.linkedin.com/jobs/view/audiologist-or-hearing-instrument-practitioner-at-sonova-group-3648582297?refId=fHaDfpMbymDY9pv6EEw3Nw%3D%3D&trackingId=6D9%2F%2B28ezyd1KizIkNeUOw%3D%3D&position=25&pageNum=5&trk=public_jobs_jserp-result_search-card
Community Dietitian 2 - Diabetes Education,Vancouver Coastal Health,"Vancouver, British Columbia, Canada",2023-08-16,,,,,,https://ca.linkedin.com/jobs/view/community-dietitian-2-diabetes-education-at-vancouver-coastal-health-3695126548?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=LVvRiknH0mm3z387IWlwGQ%3D%3D&position=1&pageNum=6&trk=public_jobs_jserp-result_search-card
Audiologist or Hearing Instrument Practitioner,Connect Hearing Canada,"Parksville, British Columbia, Canada",2023-08-10,Are you a licensed Audiologist or Hearing Instrument Practitioner? Are you looking to work within one of the strongest networks of Hearing Care Professionals in Canada? Are you passionate about providing the perfect solution for your client's specific lifestyle and loss?,Entry level,Full-time,Health Care Provider,Medical Equipment Manufacturing,https://ca.linkedin.com/jobs/view/audiologist-or-hearing-instrument-practitioner-at-connect-hearing-canada-3661689479?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=9G0dS0%2BPPHt9%2BQYyBDY2zg%3D%3D&position=2&pageNum=6&trk=public_jobs_jserp-result_search-card
"Clinical Dietitian Ii, Renal Clinic (Northern Health)",BCJobs,"Prince George, British Columbia, Canada",2023-08-08,,,,,,https://ca.linkedin.com/jobs/view/clinical-dietitian-ii-renal-clinic-northern-health-at-bcjobs-3686706756?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=Ap%2BZLS0jyEb7bDECX8%2B%2BaA%3D%3D&position=3&pageNum=6&trk=public_jobs_jserp-result_search-card
Audiologist or Hearing Instrument Practitioner,Connect Hearing Canada,"Victoria, British Columbia, Canada",2023-08-10,Are you a licensed Audiologist or Hearing Instrument Practitioner? Are you looking to work within one of the strongest networks of Hearing Care Professionals in Canada? Are you passionate about providing the perfect solution for your client's specific lifestyle and loss?,Entry level,Full-time,Health Care Provider,Medical Equipment Manufacturing,https://ca.linkedin.com/jobs/view/audiologist-or-hearing-instrument-practitioner-at-connect-hearing-canada-3661686118?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=EDEoClMC5PAfT636BXXBmw%3D%3D&position=4&pageNum=6&trk=public_jobs_jserp-result_search-card
Audiologist or Hearing Instrument Practitioner,Connect Hearing Canada,"Nanaimo, British Columbia, Canada",2023-08-10,Are you a licensed Audiologist or Hearing Instrument Practitioner seeking flexible full or part-time employment? Are you looking to work within one of the strongest networks of Hearing Care Professionals in Canada? Are you passionate about providing the perfect solution for your client's specific lifestyle and loss?,Entry level,Part-time,Health Care Provider,Medical Equipment Manufacturing,https://ca.linkedin.com/jobs/view/audiologist-or-hearing-instrument-practitioner-at-connect-hearing-canada-3661685583?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=uQokOeYe2CFKU92pL0YpQg%3D%3D&position=5&pageNum=6&trk=public_jobs_jserp-result_search-card
Audiologist or Hearing Instrument Practitioner,Connect Hearing Canada,"Terrace, British Columbia, Canada",2023-08-10,Are you a licensed Audiologist or Hearing Instrument Practitioner? Are you looking to work within one of the strongest networks of Hearing Care Professionals in Canada? Are you passionate about providing the perfect solution for your client's specific lifestyle and loss?,Entry level,Full-time,Health Care Provider,Medical Equipment Manufacturing,https://ca.linkedin.com/jobs/view/audiologist-or-hearing-instrument-practitioner-at-connect-hearing-canada-3661686406?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=ytIYhOSxvjK0dFq5FNsHcQ%3D%3D&position=6&pageNum=6&trk=public_jobs_jserp-result_search-card
Audiologist or Hearing Instrument Practitioner,Sonova Group,"Terrace, British Columbia, Canada",2023-08-16,,,,,,https://ca.linkedin.com/jobs/view/audiologist-or-hearing-instrument-practitioner-at-sonova-group-3648581347?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=Y9XuUfqBkC8WqkpDAwHH9g%3D%3D&position=7&pageNum=6&trk=public_jobs_jserp-result_search-card
Clinical Dietitian (Northern Health),BCJobs,"Vanderhoof, British Columbia, Canada",2023-09-02,"Position Summary

Are you someone who has a real passion for helping others? Are you looking to highlight your knowledge, skills, and abilities in a new and dynamic environment? We currently have an exciting opportunity for you to bring your excellent work ethic to our Clinical Nutrition department.

In accordance with the vision and values of the organization, the Dietitian is a member of a multidisciplinary health care team and provides nutrition care and support to individuals, patients, clients, residents and groups according to established policies, standards and procedures.

Utilizing clinical techniques and knowledge, the Dietitian provides nutrition services through: nutrition assessment; care planning and charting; intervention, goal setting and monitoring; counseling and education programs; consults and communicates with the multidisciplinary care teams; acts as a resource to other health professionals within Northern Health.

The Dietitian provides input to the Director of Care or designate by participating in the development of nutrition practice guidelines and procedures; research and continuous quality improvement initiatives for the facility and program.

The Dietitian liaises and advises food service staff on patient/client/resident care issues and menu development.

Monday to Friday, 08:30 to 16:30

has a population of 4,500 (2021). Nestled in the fertile Nechako Valley, on the banks of the Nechako River, rural Vanderhoof is the geographical centre of the province of British Columbia. Check out Vanderhoof where there is always something new to experience.








Northern Health covers an area of nearly 600,000 square kilometers and offers health services in over two dozen communities and 55 First Nation's communities. We deliver hospital and community-based health care for a population of 300,000.

Employing more than 7,000 staff throughout the region, Northern Health provides exceptional health services for Northerners, through the efforts of dedicated staff and physicians, in partnership with communities and organizations in Northern BC.

There is a wide variety of career opportunities available in our two dozen hospitals, 25 long-term care facilities, public health units and many other offices providing specialized services.

Value",Entry level,Part-time,Health Care Provider,"Technology, Information and Internet",https://ca.linkedin.com/jobs/view/clinical-dietitian-northern-health-at-bcjobs-3707975107?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=oUBy67AJ0TCAiMsP6jo%2FDQ%3D%3D&position=8&pageNum=6&trk=public_jobs_jserp-result_search-card
Content Analyst Intern,Klue,"Vancouver, British Columbia, Canada",2023-04-02,,,,,,https://ca.linkedin.com/jobs/view/content-analyst-intern-at-klue-3584138481?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=OCrFU55f2JzBU1Xj9QZlAg%3D%3D&position=9&pageNum=6&trk=public_jobs_jserp-result_search-card
Early Talent Manager - 6 month contract,BonLook,"Delta, British Columbia, Canada",2023-08-22,"We have an incredible opportunity for a dynamic and creative Early Talent Manager to join our Talent Acquisition team! This role plays a key part in the development of our University and student recruitment initiatives, where you will execute on our strategy. This role will appeal to you if you enjoy engaging with students and Universities and collaborating with relevant internal stakeholders.

Your primary responsibility will be to develop and execute strategies that enhance the engagement of students with our organization, fostering a positive and productive experience throughout their University journey. You will collaborate closely with the Talent Acquisition team to identify top talent and ensure a seamless recruitment process.

This role is a contract role for 6 months.






Our purpose is to enhance the lives of our patients. If you get excited by the opportunity to be part of a team that strives to put the patients at the center of everything we do, and have fun while doing it, then you belong with us! Our doctor-led, patient first, approach has helped us rapidly grow from 30 locations to over 375!

We could not have gotten here without our fantastic people, who now number more than 4,000 and serve patients across the country. We are committed to FYidoctors being more than just a place to work and are intentional about our values of opportunity, diversity, equity and inclusion in the environment we create for our team members to thrive.

At FYi, we hope you'll grow as a professional and as an individual, knowing you can come to work each day, have a meaningful impact on people's lives and have fun doing it.

Thank you so much for your interest in this role and FYidoctors. We appreciate the time it takes to read and apply, so don't take your application lightly. Hopefully, you're a fit, and if so, we look forward to chatting with you in person and telling you more about us and this opportunity.",Mid-Senior level,Full-time,Human Resources,Retail,https://ca.linkedin.com/jobs/view/early-talent-manager-6-month-contract-at-bonlook-3698079695?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=nnG8%2BT3wkuAm0wL%2BbvbpDQ%3D%3D&position=10&pageNum=6&trk=public_jobs_jserp-result_search-card
Early Talent Manager - 6 month contract,Visique,"Delta, British Columbia, Canada",2023-08-22,"We have an incredible opportunity for a dynamic and creative Early Talent Manager to join our Talent Acquisition team! This role plays a key part in the development of our University and student recruitment initiatives, where you will execute on our strategy. This role will appeal to you if you enjoy engaging with students and Universities and collaborating with relevant internal stakeholders.

Your primary responsibility will be to develop and execute strategies that enhance the engagement of students with our organization, fostering a positive and productive experience throughout their University journey. You will collaborate closely with the Talent Acquisition team to identify top talent and ensure a seamless recruitment process.

This role is a contract role for 6 months.






Our purpose is to enhance the lives of our patients. If you get excited by the opportunity to be part of a team that strives to put the patients at the center of everything we do, and have fun while doing it, then you belong with us! Our doctor-led, patient first, approach has helped us rapidly grow from 30 locations to over 375!

We could not have gotten here without our fantastic people, who now number more than 4,000 and serve patients across the country. We are committed to FYidoctors being more than just a place to work and are intentional about our values of opportunity, diversity, equity and inclusion in the environment we create for our team members to thrive.

At FYi, we hope you'll grow as a professional and as an individual, knowing you can come to work each day, have a meaningful impact on people's lives and have fun doing it.

Thank you so much for your interest in this role and FYidoctors. We appreciate the time it takes to read and apply, so don't take your application lightly. Hopefully, you're a fit, and if so, we look forward to chatting with you in person and telling you more about us and this opportunity.",Mid-Senior level,Full-time,Human Resources,Hospitals and Health Care,https://ca.linkedin.com/jobs/view/early-talent-manager-6-month-contract-at-visique-3701465511?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=m3uMvdaG%2FSmxNWMmsd4n2g%3D%3D&position=11&pageNum=6&trk=public_jobs_jserp-result_search-card
Early Talent Manager - 6 month contract,FYidoctors,"Delta, British Columbia, Canada",2023-08-22,"We have an incredible opportunity for a dynamic and creative Early Talent Manager to join our Talent Acquisition team! This role plays a key part in the development of our University and student recruitment initiatives, where you will execute on our strategy. This role will appeal to you if you enjoy engaging with students and Universities and collaborating with relevant internal stakeholders.

Your primary responsibility will be to develop and execute strategies that enhance the engagement of students with our organization, fostering a positive and productive experience throughout their University journey. You will collaborate closely with the Talent Acquisition team to identify top talent and ensure a seamless recruitment process.

This role is a contract role for 6 months.






Our purpose is to enhance the lives of our patients. If you get excited by the opportunity to be part of a team that strives to put the patients at the center of everything we do, and have fun while doing it, then you belong with us! Our doctor-led, patient first, approach has helped us rapidly grow from 30 locations to over 375!

We could not have gotten here without our fantastic people, who now number more than 4,000 and serve patients across the country. We are committed to FYidoctors being more than just a place to work and are intentional about our values of opportunity, diversity, equity and inclusion in the environment we create for our team members to thrive.

At FYi, we hope you'll grow as a professional and as an individual, knowing you can come to work each day, have a meaningful impact on people's lives and have fun doing it.

Thank you so much for your interest in this role and FYidoctors. We appreciate the time it takes to read and apply, so don't take your application lightly. Hopefully, you're a fit, and if so, we look forward to chatting with you in person and telling you more about us and this opportunity.",Mid-Senior level,Full-time,Human Resources,Hospitals and Health Care,https://ca.linkedin.com/jobs/view/early-talent-manager-6-month-contract-at-fyidoctors-3693084604?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=imyDdFXjE4aRNwq0PXSSOg%3D%3D&position=12&pageNum=6&trk=public_jobs_jserp-result_search-card
Contract and Compliance Specialist,Norsat International,"Richmond, British Columbia, Canada",2023-08-26,,,,,,https://ca.linkedin.com/jobs/view/contract-and-compliance-specialist-at-norsat-international-3704362100?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=cIOlIF0Q115I9rVUGhx3YQ%3D%3D&position=13&pageNum=6&trk=public_jobs_jserp-result_search-card
"Vancouver - Campus - Audit, Advisory, Digital, & ESG for Indigenous Peoples - Winter 2024/Summer 2024/ Fall 2024",KPMG Canada,"Vancouver, British Columbia, Canada",2023-08-16,"Overview

At KPMG in Canada, we believe our differences make us stronger. When you join the team you'll be part of a diverse group of professionals with a common goal - making an impact and driving innovation.

Do work that matters, supported by a community that values difference and cares about you. Gain learning that’ll last you a lifetime and be recognized for the impact you make. With a focus on encouraging employees to come as they are, KPMG provides its employees with a variety of unique tools and support systems that ensure they thrive and make their mark in their career and in their communities.





You’ll have the opportunity to work across geographies and industries to take on challenging and groundbreaking projects. From analyzing and assessing business processes to improving client performance, you’ll be building strong relationships with our people and developing professional skills that will help set you up for success.

We are seeking talented and energetic candidates to join our Audit, Tax and Advisory across Turtle Island (Canada).

Positions are available in the following service lines

Audit

Click here to learn more about KPMG Canada's Audit Service Line

Advisory

Click here to learn more about KPMG Canada's Advisory Service Line.

Digital

Click here to learn more about KPMG Canada's Digital transformation and technology - KPMG Canada

ESG (Environmental, Social and Governance)

Click here to learn more about KPMG Canada's Environmental, social and governance (ESG) - KPMG Canada

You’re a highly motivated student who strives for excellence, innovation and collaboration. You’re passionate about being involved in your local community and post-secondary and have a proven ability to achieve personal and professional success while juggling competing priorities and deadlines.



To apply

All applications must be received no later than September 10, 2023 at 11 59 PM EST.

Our online application system will allow you to include up to five documents without losing your formatting. Applications can be addressed to Jade Psutka and should include a cover letter, resume, and an electronic copy of your most recent transcript. If you do not have access to an electronic copy of your transcript, we ask that you attach a screenshot of your grades from your school’s website. In the application questionnaire, you’ll be able to indicate your preference for position type and office location.  For an easy application process, please PDF all documents into one PDF file.

If you experience any difficulties, please contact ca-fmkpmgcandinquiry@kpmg.ca.



For more information on the Indigenous Internship Program reach out to the Specialist, Truth & Reconciliation and Indigenous Recruitment, Brady Paul bradypaul@kpmg.ca.



KPMG individuals and understand that a diverse workforce enables us to deepen relationships and strengthen our business.



Providing you with the support you need to be at your best

For more information about KPMG in Canada’s Benefits and well-being, click here.



, we do what is right | , we never stop learning and improving | , we think and act boldly | , we respect each other and draw strength from our differences | , we do what matters

KPMG in Canada is a proud equal opportunities employer and we are committed to creating a respectful, inclusive and barrier-free workplace that allows all of our people to reach their full potential. A diverse workforce is key to our success and we believe in bringing your whole self to work. We welcome all qualified candidates to apply and hope you will choose KPMG in Canada as your employer of choice. For more information about Inclusion, Diversity & Equity in Recruitment, please click here.

If you have a question about accessible employment at KPMG, or to begin a confidential conversation about your individual accessibility or accommodation needs through the recruitment process, we encourage you to visit our accessibility page.",Not Applicable,Full-time,Accounting/Auditing and Finance,Financial Services,https://ca.linkedin.com/jobs/view/vancouver-campus-audit-advisory-digital-esg-for-indigenous-peoples-winter-2024-summer-2024-fall-2024-at-kpmg-canada-3692557763?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=ULMSmz6wkHDAUmEUThsjOA%3D%3D&position=14&pageNum=6&trk=public_jobs_jserp-result_search-card
Culinary Intern,CedarCreek Estate Winery,"Kelowna, British Columbia, Canada",2023-08-31,,,,,,https://ca.linkedin.com/jobs/view/culinary-intern-at-cedarcreek-estate-winery-3706744318?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=690GLOW%2F5r27v%2Bb%2BOCzjog%3D%3D&position=15&pageNum=6&trk=public_jobs_jserp-result_search-card
Vernon – CPA Opportunities in Audit & Tax (Full-time/Co-op/Summer Intern) Winter & Fall 2024,KPMG Canada,"Vernon, British Columbia, Canada",2023-08-21,"Overview

At KPMG, you’ll join a team of diverse and dedicated problem solvers, connected by a common cause turning insight into opportunity for clients and communities around the world.

Do work that matters, supported by a community that values difference and cares about you. Gain learning that’ll last you a lifetime and be recognized for the impact you make. With a focus on encouraging employees to come as they are, KPMG provides its employees with a variety of unique tools and support systems that ensure they thrive and make their mark in their career and in their communities.



Our Vernon office is seeking undergraduate accounting students who intend to pursue their CPA designation to join the team as a full-time/co-op/summer intern hire in as a part of our Audit and KPMG Private Enterprise practice.

Our Audit Team

In KPMG’s Audit practice our clients look to us to provide industry insight and valuable perspective on business issues. You will be involved in analyzing and assessing clients' business processes, internal controls, and recommending areas of improvement.

Our Tax Team

In KPMG’s Tax practice, your skills, tact and knowledge can make a difference to your client's business strategy and ultimately, their bottom line. You’ll work with clients to identify tax-planning opportunities and meet their tax compliance requirements.









Our Co-op program aims to develop the next generation of leaders through challenging and interesting work. During your term, you will gain authentic engagement experience working with client projects across our teams. Along the way, you will broaden your skill set through KPMG’s vast learning and development opportunities that you can take on to your future career.

The national Power Up programming will also provide you with opportunities to learn from our leaders, build a network with other student hires through social events, collaborate with professionals from across KPMG and learn how KPMG supports you in your career journey.





At KPMG in Canada, you will find opportunity across geographies and industries to do work that matters with a team of peers, mentors and leaders that value your unique perspectives and experiences. As a full-time employee at the firm, you will have the opportunity to work closely with our clients and learn about different industries while you advance your learning and development goals through personalized on-the-job training, supported by your performance manager, to ensure your growth is continuous throughout your career journey. We provide opportunities that enable you to thrive with us, including remote work and travel program opportunities and 50 personal care hours beyond your vacation time.



You strive to make a meaningful and positive difference alongside your peers, to work collaboratively and with innovation at the forefront. You’re passionate about being involved in your local community and post-secondary institution and have a proven ability to achieve personal and professional success while being curious as you learn emerging practices and technologies.



Thrive with Us at KPMG

To learn more about how you can thrive with us at the firm, explore life at KPMG in Canada!



Start your journey and make your mark with KPMG today!

Please apply directly to KPMG at Students - KPMG Canada (home.kpmg).

All applications must be received no later than

Feeling a little overwhelmed with the application process? Don’t worry – we've got you covered! Check out our resume and interview tips available over at our Application Journey page!







, we do what is right | , we never stop learning and improving | , we think and act boldly | , we respect each other and draw strength from our differences | , we do what matters

KPMG in Canada is a proud equal opportunities employer and we are committed to creating a respectful, inclusive and barrier-free workplace that allows all of our people to reach their full potential. A diverse workforce is key to our success and we believe in bringing your whole self to work. We welcome all qualified candidates to apply and hope you will choose KPMG in Canada as your employer of choice. For more information about Inclusion, Diversity & Equity in Recruitment, please click here.

If you have a question about accessible employment at KPMG, or to begin a confidential conversation about your individual accessibility or accommodation needs through the recruitment process, we encourage you to visit our accessibility page.",Not Applicable,Other,Accounting/Auditing and Finance,Financial Services,https://ca.linkedin.com/jobs/view/vernon-%E2%80%93-cpa-opportunities-in-audit-tax-full-time-co-op-summer-intern-winter-fall-2024-at-kpmg-canada-3696908533?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=QdOLaDCxLIooBiHLMr%2BKVQ%3D%3D&position=16&pageNum=6&trk=public_jobs_jserp-result_search-card
"Sustainable Bio-based Materials, Technical Business Analysis",The University of British Columbia,Greater Vancouver Metropolitan Area,2023-08-24,"Staff - Non Union

Job Category

Non Union Technicians and Research Assistants

Job Profile

Non Union Salaried - Research Assistant /Technician 2


Sustainable Bio-based Materials, Technical Business Analysis


Pulp and Paper Centre | Faculty of Applied Science


$3,777.25 - $4,501.17 CAD Monthly


September 6, 2023

Note: Applications will be accepted until 11:59 PM on the day prior to the Posting End Date above.


Mar 29, 2024

At UBC, we believe that attracting and sustaining a diverse workforce is key to the successful pursuit of excellence in research, innovation, and learning for all faculty, staff and students. Our commitment to employment equity helps achieve inclusion and fairness, brings rich diversity to UBC as a workplace, and creates the necessary conditions for a rewarding career.


The UBC BioProducts Institute's (BPI) vision is to develop research capacity and educational

programs related to the formation of plant-derived materials and pathways for their sustainable

transformation into new low-carbon products - predicted to be a $1 trillion market globally by

2030. The UBC BPI is an internationally recognized, multi- disciplinary research cluster of

researchers, scientists, engineers, and policy experts from across multiple UBC faculties.

Working as an Technical Business Analyst for Sustainable Bio-based Materials, this internship is an integral part of the UBC Bioproducts Institute. The intern will be part of and be mentored by a team of high caliber engineers, scientists and business professionals. The work is based in UBC Vancouver campus or a combination with a remote work arrangement. This internship will provide opportunity for the intern to get into the field of sustainable technologies that are closely linked with Canadian resources sectors, related to the use of forest & agriculture byproducts to create advanced bio-products materials as a replacement of fossil fuel based engineered materials. Post internship employment opportunity within this field is vast.


The Technical Business Analyst for Sustainable Bio-based Materials reports to the Director of Operations, BioProducts Institute. This position may take direction from other members of senior staff team in the BPI.




This position initiates action or makes recommendations on actions based on analysis of data

and reports prepared from controlled data. Incorrect advice will result in reduced awards in

successful applications, or ineligible expenses in post award audits. Incorrect advice on setting

budget could result in significant over-expenditures.


Works under general managerial direction in assigned areas of responsibility. Work is reviewed in terms of effectiveness within established policies and guidelines.


Does not supervise staff at this time.


High school graduation, some additional training in a related field and a minimum two years of related experience or an equivalent combination of education and experience.",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Higher Education,https://ca.linkedin.com/jobs/view/sustainable-bio-based-materials-technical-business-analysis-at-the-university-of-british-columbia-3699410890?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=zyPK5R82qrkpD%2BMxgVge3w%3D%3D&position=17&pageNum=6&trk=public_jobs_jserp-result_search-card
"Sales and Business Development Manager: Bootcamp, Training and Project Work (remote -part-time) – Gain your first work experience in Moyyn",Moyyn: Next-Gen Recruitment Automation,"Vancouver, British Columbia, Canada",2023-09-03,"GATE – an initiative by Moyyn is conducting “Sales and Business Development Manager: Bootcamp, Training and Project Work (remote -part-time) – Gain your first work experience in Moyyn”. The program is flexible, part-time and fully remote.

If you are a student, graduate or career change aspirant currently looking for an internship or a job in Sales and Business Development or work experience in a startup, this is for you.

Program: 4 weeks work experience, training certification, and project work at our German AI startup – Moyyn

What you will get from this program?

– Four weeks hands-on experience – in a German AI startup

– Learn and work – directly with founders and potential clients from Germany

– Do practical group Project work and build up experience in sales and business development



Sales and Business Development Training

8 hours training incl. guest speakers from Europe (self paced learning)

– Fundamentals of Sales Funnel

– Persona creation

– Sales channels

– Ideal Customer Profile

– Market research techniques

– Intro to Hubspot

– Intro to Salesforce

– Market research tools

– Email marketing tools

– Linkedin automation

– Lead identification and enrichment tools

Work Experience and Project work

Work directly with the founders of Moyyn and get hands-on experience

– Marketing research

– Create Personas and ICP

– Sales strategy and funnel

– Lead acquisition

– Project work



Get guidance on how to land a job in EU/Germany

– Career sessions

– Job search platforms intro

– CV preparation

– Cover letter preparation

– Interview tips

Next batch starts in October, limited slots available. Join here: https://moyyn.com/sales-bd",Mid-Senior level,Part-time,Sales and Business Development,Staffing and Recruiting,https://ca.linkedin.com/jobs/view/sales-and-business-development-manager-bootcamp-training-and-project-work-remote-part-time-%E2%80%93-gain-your-first-work-experience-in-moyyn-at-moyyn-next-gen-recruitment-automation-3710979374?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=mpg0q%2FAtAROi2MZp67CXKw%3D%3D&position=18&pageNum=6&trk=public_jobs_jserp-result_search-card
Pastry Intern,CedarCreek Estate Winery,"Kelowna, British Columbia, Canada",2023-08-31,,,,,,https://ca.linkedin.com/jobs/view/pastry-intern-at-cedarcreek-estate-winery-3706746171?refId=clhhOPLXREY3a6zVv1KQHA%3D%3D&trackingId=KAp9md2truv4Z7oD7JUj7w%3D%3D&position=19&pageNum=6&trk=public_jobs_jserp-result_search-card
